extractseqno,prod,source-desc-name,attributegrp,descrip1,descrip2,descrip3,lookupnm,user24,rowpointer,_join_key,desc_src_www,trimmed_flag,feedback
17,ABB 1SFA616920R8120,LEGEND PLATE HOLDER,,LEGEND PLATE HOLDER,,1sfa616920r8120 legend plate holder pla 245270,245270,,b95d65c6-81a4-73a6-d314-d6e7983061d5,245270,1sfa616920r8120 legend plate holder pla,no,
18,ABB 1SFN075417R1001,LUG KIT A210-A300 CNTCR (3)(ATK300),,LUG KIT A210-A300 CNTCR,(3)(ATK300),1sfn075417r1001 lug kit a210 a300 cntcr 3 atk300 a2 25939,25939,,b95d65c6-81a4-73a6-d314-d6e74083a2d5,25939,1sfn075417r1001 lug kit a210 a300 cntcr 3 atk300 a2,no,
19,ABB 1SNA400747R1200,2POLE CLASS CC HOLDER W/ IND,,2POLE CLASS CC HOLDER W/,IND,1sna400747r1200 2pole class cc holder w ind 40229,40229,,b95d65c6-81a4-73a6-d314-26e8a8e3f7f3,40229,1sna400747r1200 2pole class cc holder w ind,no,
20,ABB 1SVR405611R1100,CR-M024DC2L PLUGGABLE RE LAY,,CR-M024DC2L PLUGGABLE RE,LAY,1svr405611r1100 cr m024dc2l pluggable relay m024dc2 interface rel 251386,251386,,b95d65c6-81a4-73a6-d314-d6e7587fedd5,251386,1svr405611r1100 cr m024dc2l pluggable relay m024dc2 interface rel,no,
21,ABB 1SVR405612R1100,CR-M024DC3L PLUGGABLE RE LAY,,CR-M024DC3L PLUGGABLE RE,LAY,1svr405612r1100 cr m024dc3l pluggable relay m024dc3 251387,251387,,b95d65c6-81a4-73a6-d314-d6e7c8a81cd6,251387,1svr405612r1100 cr m024dc3l pluggable relay m024dc3,no,
22,ABB 1SVR405613R1100,RELAY,,RELAY,,1svr405613r1100 relay cr m024dc4l pluggable 236110,236110,,b95d65c6-81a4-73a6-d314-d6e770a856d6,236110,1svr405613r1100 relay cr m024dc4l pluggable,no,
23,ABB 1SVR405613R7100,CR-M110AC4L PLUGGABLE RE LAY,,CR-M110AC4L PLUGGABLE RE,LAY,1svr405613r7100 cr m110ac4l pluggable relay m110ac4 251384,251384,,b95d65c6-81a4-73a6-d314-d6e718da90d6,251384,1svr405613r7100 cr m110ac4l pluggable relay m110ac4,no,
24,ABB 1SVR405651R1000,STANDARD SOCKET CR-M2SS,,STANDARD SOCKET CR-M2SS,,1svr405651r1000 standard socket cr m2ss s 251381,251381,,b95d65c6-81a4-73a6-d314-d6e720ebd1d6,251381,1svr405651r1000 standard socket cr m2ss s,no,
25,ABB 1SVR405651R2000,STANDARD SOCKET CR-M3SS,,STANDARD SOCKET CR-M3SS,,1svr405651r2000 standard socket cr m3ss s 251382,251382,,b95d65c6-81a4-73a6-d314-d6e738d10fd7,251382,1svr405651r2000 standard socket cr m3ss s,no,
26,ABB 1SVR405651R3000,SOCKET,,SOCKET,,1svr405651r3000 socket standard cr m4ss 236117,236117,,b95d65c6-81a4-73a6-d314-d6e7682450d7,236117,1svr405651r3000 socket standard cr m4ss,no,
27,ABB 1SVR405659R1000,HOLDER CR-MH,,HOLDER CR-MH,,1svr405659r1000 holder cr mh for m 236119,236119,,b95d65c6-81a4-73a6-d314-d6e710ba8ad7,236119,1svr405659r1000 holder cr mh for m,no,
28,ABB 1SVR427032R0000,60W 2.5A 24VDC POWER SUP PLY,,60W 2.5A 24VDC POWER SUP,PLY,1svr427032r0000 60w 2.5a 24vdc power supply 2 cp e 24 2.5 962353,962353,,b95d65c6-81a4-73a6-d314-d6e79805d5d7,962353,1svr427032r0000 60w 2.5a 24vdc power supply 2 cp e 24 2.5,no,
29,ABB 1SVR427034R0000,120W 5A 24VDC POWER SUPP LY,,120W 5A 24VDC POWER SUPP,LY,1svr427034r0000 120w 5a 24vdc power supply 24 cp e 5.0 962352,962352,,b95d65c6-81a4-73a6-d314-d6e718c90ed8,962352,1svr427034r0000 120w 5a 24vdc power supply 24 cp e 5.0,no,
30,ABB 1SVR427035R0000,24VDC POWER SUPPLY,,24VDC POWER SUPPLY,,1svr427035r0000 24vdc power supply powe cp e 24 10.0 336493,336493,,b95d65c6-81a4-73a6-d314-d6e7b0de42d8,336493,1svr427035r0000 24vdc power supply powe cp e 24 10.0,no,
31,ABB 1SVR427036R0000,480W 20A 24VDC POWER SUP PLY,,480W 20A 24VDC POWER SUP,PLY,1svr427036r0000 480w 20a 24vdc power supply 2 cp e 24 20.0 962346,962346,,b95d65c6-81a4-73a6-d314-d6e7b8e470d8,962346,1svr427036r0000 480w 20a 24vdc power supply 2 cp e 24 20.0,no,
32,ABB 1SVR450056R0000,CM-SE-300 SCREW-IN BAR,,CM-SE-300 SCREW-IN BAR,,1svr450056r0000 cm se 300 screw in bar 460359,460359,,b95d65c6-81a4-73a6-d314-d6e7b8f4b0d8,460359,1svr450056r0000 cm se 300 screw in bar,no,
33,ABB 1SVR500020R1100,CT-MFD.21 MULTIFUNCTION,,CT-MFD.21 MULTIFUNCTION,,1svr500020r1100 ct mfd.21 multifunction 251361,251361,,b95d65c6-81a4-73a6-d314-d6e7e0b9fad8,251361,1svr500020r1100 ct mfd.21 multifunction,no,
34,ABB 1SVR550824R9100,CM-PFE PH SEQ MONITOR,,CM-PFE PH SEQ MONITOR,,1svr550824r9100 cm pfe ph seq monitor ph.sequence moni. 208 440vac 325745,325745,,b95d65c6-81a4-73a6-d314-d6e7e80e39d9,325745,1svr550824r9100 cm pfe ph seq monitor ph.sequence moni. 208 440vac,no,
35,ABB 1SVR560730R3402,GRID FEEDING MON.,,GRID FEEDING MON.,,1svr560730r3402 grid feeding mon. feedi cm ufd.m33 242913,242913,,b95d65c6-81a4-73a6-d314-d6e7f0fd6ed9,242913,1svr560730r3402 grid feeding mon. feedi cm ufd.m33,no,
36,ABB 1SVR730010R0200,CT-MFS.21S TIME RELAY MU LTF,,CT-MFS.21S TIME RELAY MU,LTF,1svr730010r0200 ct mfs.21s time relay mu ltf multifunction 322841,322841,,b95d65c6-81a4-73a6-d314-d6e740bba2d9,322841,1svr730010r0200 ct mfs.21s time relay mu ltf multifunction,no,
37,ABB 1SVR730120R3300,CT-ARS.21S TIME RELAY,,CT-ARS.21S TIME RELAY,,1svr730120r3300 ct ars.21s time relay true off del. 983463,983463,,b95d65c6-81a4-73a6-d314-d6e710bae2d9,983463,1svr730120r3300 ct ars.21s time relay true off del.,no,
38,ABB 1SVR730210R3300,TIMER,,TIMER,,1svr730210r3300 timer ct sds.22s time relay star delta 941469,941469,,b95d65c6-81a4-73a6-d314-d6e7f0c212da,941469,1svr730210r3300 timer ct sds.22s time relay star delta,no,
39,ABB 1SVR730750R0400,CM-EFS.2S VOLTAGE MONITO RIN,,CM-EFS.2S VOLTAGE MONITO,RIN,1svr730750r0400 cm efs.2s voltage monito rin mon. relay 589006,589006,,b95d65c6-81a4-73a6-d314-d6e788bd3eda,589006,1svr730750r0400 cm efs.2s voltage monito rin mon. relay,no,
40,ABB 1SVR730830R0400,CM-ESS.2S  VOLT MONT RLY,,CM-ESS.2S  VOLT MONT RLY,,1svr730830r0400 cm ess.2s volt mont rly voltage mon. relay 326191,326191,,b95d65c6-81a4-73a6-d314-d6e738dc74da,326191,1svr730830r0400 cm ess.2s volt mont rly voltage mon. relay,no,
41,ABB 1SVR730830R0500,CM-ESS.MS VOLTAGE MON.RE LAY,,CM-ESS.MS VOLTAGE MON.RE,LAY,1svr730830r0500 cm ess.ms voltage mon.re lay mon. relay 251358,251358,,b95d65c6-81a4-73a6-d314-d6e7f00da9da,251358,1svr730830r0500 cm ess.ms voltage mon.re lay mon. relay,no,
42,ABB 1SVR730840R0300,RELAY,,RELAY,,1svr730840r0300 relay cm srs.12s current mon. 885742,885742,,b95d65c6-81a4-73a6-d314-d6e79090e5da,885742,1svr730840r0300 relay cm srs.12s current mon.,no,
43,ABB 1SVR730840R0400,CURRENT MONITOR CM-SRS.2 1S,,CURRENT MONITOR CM-SRS.2,1S,1svr730840r0400 current monitor cm srs.2 1s mo srs.21s mon. relay 537510,537510,,b95d65c6-81a4-73a6-d314-d6e7b0d336db,537510,1svr730840r0400 current monitor cm srs.2 1s mo srs.21s mon. relay,no,
44,ABB 1SVR730840R0600,CM-SRS.M1S CURRENT MON.R LY,,CM-SRS.M1S CURRENT MON.R,LY,1svr730840r0600 cm srs.m1s current mon.r ly mon. relay 251364,251364,,b95d65c6-81a4-73a6-d314-d6e7885e7edb,251364,1svr730840r0600 cm srs.m1s current mon.r ly mon. relay,no,
45,ABB 1SVR730841R1300,CM-SRS.12S CURR MONT RLY,,CM-SRS.12S CURR MONT RLY,,1svr730841r1300 cm srs.12s curr mont rly current mon. relay 326192,326192,,b95d65c6-81a4-73a6-d314-d6e758b7afdb,326192,1svr730841r1300 cm srs.12s curr mont rly current mon. relay,no,
46,ABB 1SVR730884R4300,VOLTAGE SENSING RELAY,,VOLTAGE SENSING RELAY,,1svr730884r4300 voltage sensing relay se cm mps.43s three phase mon. 620214,620214,,b95d65c6-81a4-73a6-d314-d6e710e8dfdb,620214,1svr730884r4300 voltage sensing relay se cm mps.43s three phase mon.,no,
47,ABB 1SVR730885R4300,CM-MPS.23S THREE-PH MONI TOR,,CM-MPS.23S THREE-PH MONI,TOR,1svr730885r4300 cm mps.23s three ph moni tor phase mon. 642822,642822,,b95d65c6-81a4-73a6-d314-d6e7986a0cdc,642822,1svr730885r4300 cm mps.23s three ph moni tor phase mon.,no,
48,ABB 22685,3P SW 400A NF SIDE-OP UP (OETL-NF400S),,3P SW 400A NF SIDE-OP UP,(OETL-NF400S),22685 3p switch 400a nf side op up oetl nf400s o 643884,643884,,b95d65c6-81a4-73a6-d314-d6e740033adc,643884,22685 3p switch 400a nf side op up oetl nf400s o,no,
49,ABB 2MGRA1/LD1-M/6V10W,PLASTIC,,PLASTIC,,2mgra1 ld1 m 6v10w plastic 520700,520700,,b95d65c6-81a4-73a6-d314-15e88023467c,520700,2mgra1 ld1 m 6v10w plastic,no,
50,ABB 2TLA010040R0000,BSR10 24VDC SAFETY RLY,,BSR10 24VDC SAFETY RLY,,2tla010040r0000 bsr10 24vdc safety rly 24vd sentry 423709,423709,,b95d65c6-81a4-73a6-d314-d6e7508d68dc,423709,2tla010040r0000 bsr10 24vdc safety rly 24vd sentry,no,
51,ABB 486D05604,HMB MECH. 550PM PLUG HAR NESS,,HMB MECH. 550PM PLUG HAR,NESS,486d05604 hmb mech. 550pm plug har ness 758785,758785,,b95d65c6-81a4-73a6-d314-d7e7c87a6790,758785,486d05604 hmb mech. 550pm plug har ness,no,
52,ABB 894B53603,(1)MCB-10 & (1)MCB-01,,(1)MCB-10 & (1)MCB-01,,894b53603 1 master circuit breaker 10 & 01 m 463168,463168,,b95d65c6-81a4-73a6-d314-d7e778c49a90,463168,894b53603 1 master circuit breaker 10 & 01 m,no,
53,ABB 894B53604,(2)MCB-10 CONTACT BLOCKS,,(2)MCB-10 CONTACT BLOCKS,,894b53604 2 master circuit breaker 10 contact blocks contac 463169,463169,,b95d65c6-81a4-73a6-d314-d7e708b4e890,463169,894b53604 2 master circuit breaker 10 contact blocks contac,no,
54,ABB 894B53605,(2)MCB-01 CONTACT BLOCKS,,(2)MCB-01 CONTACT BLOCKS,,894b53605 2 master circuit breaker 01 contact blocks contac 463171,463171,,b95d65c6-81a4-73a6-d314-d7e798701991,463171,894b53605 2 master circuit breaker 01 contact blocks contac,no,
55,ABB 894B53606,(1)MCB-10 & (2)MCB-01 CN TCT BLCK,,(1)MCB-10 & (2)MCB-01 CN,TCT BLCK,894b53606 1 master circuit breaker 10 & 2 01 cn tct blck m 463172,463172,,b95d65c6-81a4-73a6-d314-d7e740f26791,463172,894b53606 1 master circuit breaker 10 & 2 01 cn tct blck m,no,
56,ABB 917A68801,TERMINAL BLOCK ASSEMBLY,,TERMINAL BLOCK ASSEMBLY,,917a68801 terminal block assembly a 219327,219327,,b95d65c6-81a4-73a6-d314-d7e780e1a191,219327,917a68801 terminal block assembly a,no,
57,ABB 991AA64G01,FT-1F TEST SWITCH,,FT-1F TEST SWITCH,,991aa64g01 ft 1f test switch swit 916229,916229,,b95d65c6-81a4-73a6-d314-d6e7300697dc,916229,991aa64g01 ft 1f test switch swit,no,
58,ABB 9T10A1001,15KVA 3PH 480-120/208V T RANS,,15KVA 3PH 480-120/208V T,RANS,9t10a1001 15kva 3ph 480 120 208v trans 803523,803523,,b95d65c6-81a4-73a6-d314-e8e7b02d878d,803523,9t10a1001 15kva 3ph 480 120 208v trans,no,
59,ABB 9T10A1002,30KVA 3PH 480-120/208V T RANS,,30KVA 3PH 480-120/208V T,RANS,9t10a1002 30kva 3ph 480 120 208v trans 805750,805750,,b95d65c6-81a4-73a6-d314-e8e72827d48d,805750,9t10a1002 30kva 3ph 480 120 208v trans,no,
60,ABB 9T10A1003,45KVA 3PH 480-120/208V T RANS,,45KVA 3PH 480-120/208V T,RANS,9t10a1003 45kva 3ph 480 120 208v trans 805751,805751,,b95d65c6-81a4-73a6-d314-e8e7c874048e,805751,9t10a1003 45kva 3ph 480 120 208v trans,no,
61,ABB 9T10A1004,75KVA 3PH 480-120/208V T RANS,,75KVA 3PH 480-120/208V T,RANS,9t10a1004 75kva 3ph 480 120 208v trans 805752,805752,,b95d65c6-81a4-73a6-d314-e8e730fc378e,805752,9t10a1004 75kva 3ph 480 120 208v trans,no,
62,ABB 9T10A1005,112KVA 3PH 480-120/208V TRANS,,112KVA 3PH 480-120/208V,TRANS,9t10a1005 112kva 3ph 480 120 208v trans 805755,805755,,b95d65c6-81a4-73a6-d314-e8e7f0cf678e,805755,9t10a1005 112kva 3ph 480 120 208v trans,no,
63,ABB 9T10A1181,15KVA 3PH 480-240V TRANS,,15KVA 3PH 480-240V TRANS,,9t10a1181 15kva 3ph 480 240v trans 805756,805756,,b95d65c6-81a4-73a6-d314-e8e7b0799e8e,805756,9t10a1181 15kva 3ph 480 240v trans,no,
64,ABB 9T10A1182,30KVA 3PH 480-240V TRANS,,30KVA 3PH 480-240V TRANS,,9t10a1182 30kva 3ph 480 240v trans 805910,805910,,b95d65c6-81a4-73a6-d314-e8e76035d88e,805910,9t10a1182 30kva 3ph 480 240v trans,no,
65,ABB 9T10A1183,45KVA 3PH 480-240V TRANS,,45KVA 3PH 480-240V TRANS,,9t10a1183 45kva 3ph 480 240v trans 805916,805916,,b95d65c6-81a4-73a6-d314-e8e71830118f,805916,9t10a1183 45kva 3ph 480 240v trans,no,
66,ABB 9T10A1184,75KVA 3PH 480-240V TRANS,,75KVA 3PH 480-240V TRANS,,9t10a1184 75kva 3ph 480 240v trans 805931,805931,,b95d65c6-81a4-73a6-d314-e8e78855498f,805931,9t10a1184 75kva 3ph 480 240v trans,no,
67,ABB 9T10A1185,112KVA 3PH 480-240V TRAN S,,112KVA 3PH 480-240V TRAN,S,9t10a1185 112kva 3ph 480 240v trans 805934,805934,,b95d65c6-81a4-73a6-d314-e8e7e0777e8f,805934,9t10a1185 112kva 3ph 480 240v trans,no,
68,ABB 9T18Y1071G06,15KVA WEATHER SHIELD KIT,,15KVA WEATHER SHIELD KIT,,9t18y1071g06 15kva weather shield kit 805942,805942,,b95d65c6-81a4-73a6-d314-e8e7c825b68f,805942,9t18y1071g06 15kva weather shield kit,no,
69,ABB 9T18Y1072G06,30-45KVA WEATHER SHIELD KIT,,30-45KVA WEATHER SHIELD,KIT,9t18y1072g06 30 45kva weather shield kit 805944,805944,,b95d65c6-81a4-73a6-d314-e8e70098f28f,805944,9t18y1072g06 30 45kva weather shield kit,no,
70,ABB 9T18Y1074G06,75-112KVA WEATHER SHIELD KIT,,75-112KVA WEATHER SHIELD,KIT,9t18y1074g06 75 112kva weather shield kit 805946,805946,,b95d65c6-81a4-73a6-d314-e8e7a8712a90,805946,9t18y1074g06 75 112kva weather shield kit,no,
71,ABB 9T51B0013,"1C,3kVA,240x480-120/240, 100C,3R",,"1C,3kVA,240x480-120/240,","100C,3R","9t51b0013 1c,3kva,240x480 120 240, 100c,3r 240,100c,3r,60hz,qb 824118",824118,,b95d65c6-81a4-73a6-d314-d6e73834cfdc,824118,"9t51b0013 1c,3kva,240x480 120 240, 100c,3r 240,100c,3r,60hz,qb",no,
72,ABB 9T58K0044,.,,.,,"9t58k0044 . 1c,0.1kva,240x480 120,55c,c&c,tb,ip 986580",986580,,b95d65c6-81a4-73a6-d314-d6e750d6d7dd,986580,"9t58k0044 . 1c,0.1kva,240x480 120,55c,c&c,tb,ip",no,
73,ABB 9T58K0065,"1C,0.15kVA,575>230-115/9 5,80",,"1C,0.15kVA,575>230-115/9","5,80","9t58k0065 1c,0.15kva,575>230 115 9 5,80 1c,0.15kva,575>2 1c,0.15kva,575230 95,80c,c&c,tb,ip 1007308",1007308,,9db6fac8-f502-728b-d914-321c9097ccfc,1007308,"9t58k0065 1c,0.15kva,575>230 115 9 5,80 1c,0.15kva,575>2 1c,0.15kva,575230 95,80c,c&c,tb,ip",no,
74,ABB A110-30-11-80,3P 110A 240V CONTACTOR,,3P 110A 240V CONTACTOR,,a110 30 11 80 3p 110a 240v contactor 514126,514126,,b95d65c6-81a4-73a6-d314-d6e7a08e10de,514126,a110 30 11 80 3p 110a 240v contactor,no,
75,ABB A12-30-10-34,3P 11A 208V CONTACTOR,,3P 11A 208V CONTACTOR,,a12 30 10 34 3p 11a 208v contactor c 22817,22817,,b95d65c6-81a4-73a6-d314-d6e7f0854bde,22817,a12 30 10 34 3p 11a 208v contactor c,no,
76,ABB A12-30-10-42,3P 11A 277V CONTACTOR,,3P 11A 277V CONTACTOR,,a12 30 10 42 3p 11a 277v contactor c 22824,22824,,b95d65c6-81a4-73a6-d314-d6e7f8ef79de,22824,a12 30 10 42 3p 11a 277v contactor c,no,
77,ABB A12-30-10-51,3P 11A 480V CONTACTOR,,3P 11A 480V CONTACTOR,,a12 30 10 51 3p 11a 480v contactor c 22827,22827,,b95d65c6-81a4-73a6-d314-d6e77054b1de,22827,a12 30 10 51 3p 11a 480v contactor c,no,
78,ABB A16-30-10-34,3P 17A 208V CONTACTOR,,3P 17A 208V CONTACTOR,,a16 30 10 34 3p 17a 208v contactor c 22868,22868,,b95d65c6-81a4-73a6-d314-d6e770b900df,22868,a16 30 10 34 3p 17a 208v contactor c,no,
79,ABB A16N0-30-01-81,3P SZ0 24VAC RELAY,,3P SZ0 24VAC RELAY,,a16n0 30 01 81 3p sz0 24vac relay 24va 161385,161385,,b95d65c6-81a4-73a6-d314-d6e700e733df,161385,a16n0 30 01 81 3p sz0 24vac relay 24va,no,
80,ABB A1A015TW-1,A1A 100 TMF 15-400 1P F F UL (A1A 100 TMF 15-400,,A1A 100 TMF 15-400 1P F,F UL (A1A 100 TMF 15-400,a1a015tw 1 a1a 100 tmf thermomagnetic release 15 400 1p f ul 879624,879624,,b95d65c6-81a4-73a6-d314-d7e71889df91,879624,a1a015tw 1 a1a 100 tmf thermomagnetic release 15 400 1p f ul,no,
81,ABB A1A015TW-2,A1A 100 TMF 15-400 2P F F UL (A1A 100 TMF 15-400,,A1A 100 TMF 15-400 2P F,F UL (A1A 100 TMF 15-400,a1a015tw 2 a1a 100 tmf thermomagnetic release 15 400 2p f ul 711805,711805,,b95d65c6-81a4-73a6-d314-d7e7189c1292,711805,a1a015tw 2 a1a 100 tmf thermomagnetic release 15 400 2p f ul,no,
82,ABB A1A020TW,A1A 100 TMF 20-300 3P F F UL (A1A 100 TMF 20-300,,A1A 100 TMF 20-300 3P F,F UL (A1A 100 TMF 20-300,a1a020tw a1a 100 tmf thermomagnetic release 20 300 3p f ul 30 877291,877291,,b95d65c6-81a4-73a6-d314-d7e790c74692,877291,a1a020tw a1a 100 tmf thermomagnetic release 20 300 3p f ul 30,no,
83,ABB A1A020TW-1,A1A 100 TMF 20-400 1P F F UL (A1A 100 TMF 20-400,,A1A 100 TMF 20-400 1P F,F UL (A1A 100 TMF 20-400,a1a020tw 1 a1a 100 tmf thermomagnetic release 20 400 1p f ul 877272,877272,,b95d65c6-81a4-73a6-d314-d7e7a8618092,877272,a1a020tw 1 a1a 100 tmf thermomagnetic release 20 400 1p f ul,no,
84,ABB A1A020TW-2,A1A 100 TMF 20-400 2P F F UL (A1A 100 TMF 20-400,,A1A 100 TMF 20-400 2P F,F UL (A1A 100 TMF 20-400,a1a020tw 2 a1a 100 tmf thermomagnetic release 20 400 2p f ul 713125,713125,,b95d65c6-81a4-73a6-d314-d7e7d828b692,713125,a1a020tw 2 a1a 100 tmf thermomagnetic release 20 400 2p f ul,no,
85,ABB A1A025TW-2,A1A 100 TMF 25-400 2P F F UL (A1A 100 TMF 25-400,,A1A 100 TMF 25-400 2P F,F UL (A1A 100 TMF 25-400,a1a025tw 2 a1a 100 tmf thermomagnetic release 25 400 2p f ul 879625,879625,,b95d65c6-81a4-73a6-d314-d7e77049fd92,879625,a1a025tw 2 a1a 100 tmf thermomagnetic release 25 400 2p f ul,no,
86,ABB A1A030TW,A1A 100 TMF 30-300 3P F F UL (A1A 100 TMF 30-300,,A1A 100 TMF 30-300 3P F,F UL (A1A 100 TMF 30-300,a1a030tw a1a 100 tmf thermomagnetic release 30 300 3p f ul 877294,877294,,b95d65c6-81a4-73a6-d314-d7e7a8703993,877294,a1a030tw a1a 100 tmf thermomagnetic release 30 300 3p f ul,no,
87,ABB A1A030TW-1,A1A 100 TMF 30-400 1P F F UL (A1A 100 TMF 30-400,,A1A 100 TMF 30-400 1P F,F UL (A1A 100 TMF 30-400,a1a030tw 1 a1a 100 tmf thermomagnetic release 30 400 1p f ul 877306,877306,,b95d65c6-81a4-73a6-d314-d7e7f0487893,877306,a1a030tw 1 a1a 100 tmf thermomagnetic release 30 400 1p f ul,no,
88,ABB A1A030TW-2,A1A 100 TMF 30-400 2P F F UL (A1A 100 TMF 30-400,,A1A 100 TMF 30-400 2P F,F UL (A1A 100 TMF 30-400,a1a030tw 2 a1a 100 tmf thermomagnetic release 30 400 2p f ul 856688,856688,,b95d65c6-81a4-73a6-d314-d7e76062b293,856688,a1a030tw 2 a1a 100 tmf thermomagnetic release 30 400 2p f ul,no,
89,ABB A1A040TW,A1A 100 TMF 40-400 3P F F UL (A1A 100 TMF 40-400,,A1A 100 TMF 40-400 3P F,F UL (A1A 100 TMF 40-400,a1a040tw a1a 100 tmf thermomagnetic release 40 400 3p f ul 877296,877296,,b95d65c6-81a4-73a6-d314-d7e780c4e993,877296,a1a040tw a1a 100 tmf thermomagnetic release 40 400 3p f ul,no,
90,ABB A1A040TW-2,A1A 100 TMF 40-400 2P F F UL (A1A 100 TMF 40-400,,A1A 100 TMF 40-400 2P F,F UL (A1A 100 TMF 40-400,a1a040tw 2 a1a 100 tmf thermomagnetic release 40 400 2p f ul 877277,877277,,b95d65c6-81a4-73a6-d314-d7e750db2594,877277,a1a040tw 2 a1a 100 tmf thermomagnetic release 40 400 2p f ul,no,
91,ABB A1A050TW,A1A 100 TMF 50-500 3P F F UL (A1A 100 TMF 50-500,,A1A 100 TMF 50-500 3P F,F UL (A1A 100 TMF 50-500,a1a050tw a1a 100 tmf thermomagnetic release 50 500 3p f ul 877297,877297,,b95d65c6-81a4-73a6-d314-d7e720d96194,877297,a1a050tw a1a 100 tmf thermomagnetic release 50 500 3p f ul,no,
92,ABB A1A050TW-1,A1A 100 TMF 50-500 1P F F UL (A1A 100 TMF 50-500,,A1A 100 TMF 50-500 1P F,F UL (A1A 100 TMF 50-500,a1a050tw 1 a1a 100 tmf thermomagnetic release 50 500 1p f ul 281260,281260,,b95d65c6-81a4-73a6-d314-d7e78834ad94,281260,a1a050tw 1 a1a 100 tmf thermomagnetic release 50 500 1p f ul,no,
93,ABB A1A050TW-2,A1A 100 TMF 50-500 2P F F UL (A1A 100 TMF 50-500,,A1A 100 TMF 50-500 2P F,F UL (A1A 100 TMF 50-500,a1a050tw 2 a1a 100 tmf thermomagnetic release 50 500 2p f ul 877281,877281,,b95d65c6-81a4-73a6-d314-d7e7c813d994,877281,a1a050tw 2 a1a 100 tmf thermomagnetic release 50 500 2p f ul,no,
