extractseqno,prod,source-desc-name,attributegrp,descrip1,descrip2,descrip3,lookupnm,user24,rowpointer,_join_key,desc_src_www,trimmed_flag,feedback
11,AMF CSR1001,1IN STEEL STRAPS RIGID 1 HOLE USA,,1IN STEEL STRAPS RIGID 1,HOLE USA,amf csr1001 1in steel straps rigid 1 hole usa u.s.a 999980,999980,,b95d65c6-81a4-73a6-d314-d8e72065532a,999980,csr1001 1in steel straps rigid 1 hole usa u.s.a,no,
12,AMF CSR751,3/4IN STEEL STRAPS RIGID 1 HOLE USA,,3/4IN STEEL STRAPS RIGID,1 HOLE USA,amf csr751 3 4in steel straps rigid 1 hole usa u.s.a 999977,999977,,b95d65c6-81a4-73a6-d314-d8e788898a2a,999977,csr751 3 4in steel straps rigid 1 hole usa u.s.a,no,
13,AMF EC750US,1/2E STEEL COMP CONNECTO R,,1/2E STEEL COMP CONNECTO,R,amf ec750us 1 2e steel compression connector 985725,985725,,b95d65c6-81a4-73a6-d314-d8e7e0c9ba2a,985725,ec750us 1 2e steel compression connector,no,
14,AMF EC751US,3/4E STEEL COMP CONNECTO R,,3/4E STEEL COMP CONNECTO,R,amf ec751us 3 4e steel compression connector 758602,758602,,b95d65c6-81a4-73a6-d314-d8e7b891fc2a,758602,ec751us 3 4e steel compression connector,no,
15,AMF EC752US,1E STEEL COMP CONNECTOR,,1E STEEL COMP CONNECTOR,,amf ec752us 1e steel compression connector 758606,758606,,b95d65c6-81a4-73a6-d314-d8e7d061462b,758606,ec752us 1e steel compression connector,no,
16,AMF EC753US,1-1/4E STEEL COMP CONNEC TOR,,1-1/4E STEEL COMP CONNEC,TOR,amf ec753us 1 4e steel compression connec tor 985762,985762,,b95d65c6-81a4-73a6-d314-d8e7305c872b,985762,ec753us 1 4e steel compression connec tor,no,
17,AMF EC754US,1-1/2E STEEL COMP CONNEC TOR,,1-1/2E STEEL COMP CONNEC,TOR,amf ec754us 1 2e steel compression connec tor 758610,758610,,b95d65c6-81a4-73a6-d314-d8e708c4bf2b,758610,ec754us 1 2e steel compression connec tor,no,
18,AMF EC755US,2E STEEL COMP CONNECTOR,,2E STEEL COMP CONNECTOR,,amf ec755us 2e steel compression connector 985768,985768,,b95d65c6-81a4-73a6-d314-d8e7e846fd2b,985768,ec755us 2e steel compression connector,no,
19,AMF EC760US,1/2E STEEL COMP COUPLING,,1/2E STEEL COMP COUPLING,,amf ec760us 1 2e steel compression coupling 985830,985830,,b95d65c6-81a4-73a6-d314-d8e79872352c,985830,ec760us 1 2e steel compression coupling,no,
20,AMF EC761US,3/4E STEEL COMP COUPLING,,3/4E STEEL COMP COUPLING,,amf ec761us 3 4e steel compression coupling 758604,758604,,b95d65c6-81a4-73a6-d314-d8e7001b702c,758604,ec761us 3 4e steel compression coupling,no,
21,AMF EC762US,1E STEEL COMP COUPLING,,1E STEEL COMP COUPLING,,amf ec762us 1e steel compression coupling 758608,758608,,b95d65c6-81a4-73a6-d314-d8e73097be2c,758608,ec762us 1e steel compression coupling,no,
22,AMF EC763US,1-1/4E STEEL COMP COUPLI NG,,1-1/4E STEEL COMP COUPLI,NG,amf ec763us 1 4e steel compression coupling 985832,985832,,b95d65c6-81a4-73a6-d314-d8e7f096ef2c,985832,ec763us 1 4e steel compression coupling,no,
23,AMF EC764US,1-1/2E STEEL COMP COUPLI NG,,1-1/2E STEEL COMP COUPLI,NG,amf ec764us 1 2e steel compression coupling 758612,758612,,b95d65c6-81a4-73a6-d314-d8e7a0eb352d,758612,ec764us 1 2e steel compression coupling,no,
24,AMF EC765US,2E STEEL COMP COUPLING,,2E STEEL COMP COUPLING,,amf ec765us 2e steel compression coupling 985836,985836,,b95d65c6-81a4-73a6-d314-d8e750a06c2d,985836,ec765us 2e steel compression coupling,no,
25,AMF EC768US,3-1/2E STEEL COMP COUPLI NG,,3-1/2E STEEL COMP COUPLI,NG,amf ec768us 3 1 2e steel compression coupling 985843,985843,,b95d65c6-81a4-73a6-d314-d8e7d05ca32d,985843,ec768us 3 1 2e steel compression coupling,no,
26,AMF ER100,1IN 3PC ERICKSON COUPLIN G STEEL USA,,1IN 3PC ERICKSON COUPLIN,G STEEL USA,amf er100 1in 3pc erickson coupling steel usa u.s.a 999993,999993,,b95d65c6-81a4-73a6-d314-d8e7f86be92d,999993,er100 1in 3pc erickson coupling steel usa u.s.a,no,
27,AMF ER125,1-1/4 3PC ERICKSON COUPL ING STEEL USA,,1-1/4 3PC ERICKSON COUPL,ING STEEL USA,amf er125 1 4 3pc erickson coupling steel usa u.s.a 999996,999996,,b95d65c6-81a4-73a6-d314-d8e77041232e,999996,er125 1 4 3pc erickson coupling steel usa u.s.a,no,
28,AMF ER150,1-1/2 3PC ERICKSON COUPL ING STEEL USA,,1-1/2 3PC ERICKSON COUPL,ING STEEL USA,amf er150 1 2 3pc erickson coupling steel usa u.s.a 999999,999999,,b95d65c6-81a4-73a6-d314-d8e790e25c2e,999999,er150 1 2 3pc erickson coupling steel usa u.s.a,no,
29,AMF ER200,2IN 3PC ERICKSON COUPLIN G STEEL USA,,2IN 3PC ERICKSON COUPLIN,G STEEL USA,amf er200 2in 3pc erickson coupling steel usa u.s.a 1000002,1000002,,b95d65c6-81a4-73a6-d314-d8e7088e9d2e,1000002,er200 2in 3pc erickson coupling steel usa u.s.a,no,
30,AMF ER300,.,,.,,amf er300 . 903578,903578,,9db6fac8-f502-728b-d914-331c9033d129,903578,er300 .,no,
31,AMF ER400,.,,.,,amf er400 . 903579,903579,,9db6fac8-f502-728b-d914-331c70d9042a,903579,er400 .,no,
32,AMF ER75,3/4IN 3PC ERICKSON COUPL ING STEEL USA,,3/4IN 3PC ERICKSON COUPL,ING STEEL USA,amf er75 3 4in 3pc erickson coupling steel usa u.s.a 999984,999984,,b95d65c6-81a4-73a6-d314-d8e7f051e22e,999984,er75 3 4in 3pc erickson coupling steel usa u.s.a,no,
33,AMF ERC250CONN,2-1/2 RIG & EMT CMP CNN STEEL,,2-1/2 RIG & EMT CMP CNN,STEEL,amf erc250conn 2 1 rigid & emt cmp compression cnn connector steel 148606,148606,,b95d65c6-81a4-73a6-d314-d8e710393a2f,148606,erc250conn 2 1 rigid & emt cmp compression cnn connector steel,no,
34,AMF ERC250CPLG,2-1/2 RIG & EMT CMP CPG STEEL,,2-1/2 RIG & EMT CMP CPG,STEEL,amf erc250cplg 2 1 rigid & emt cmp compression cpg coupling steel 148851,148851,,b95d65c6-81a4-73a6-d314-d8e7f063752f,148851,erc250cplg 2 1 rigid & emt cmp compression cpg coupling steel,no,
35,AMF ERC300CONN,3 RIG & EMT CMP CNN STEE L,,3 RIG & EMT CMP CNN STEE,L,amf erc300conn 3 rigid & emt cmp compression cnn connector steel 148617,148617,,b95d65c6-81a4-73a6-d314-d8e72854b62f,148617,erc300conn 3 rigid & emt cmp compression cnn connector steel,no,
36,AMF ERC300CPLG,3 RIG & EMT CMP CPG STEE L,,3 RIG & EMT CMP CPG STEE,L,amf erc300cplg 3 rigid & emt cmp compression cpg coupling steel 148855,148855,,b95d65c6-81a4-73a6-d314-d8e748acf72f,148855,erc300cplg 3 rigid & emt cmp compression cpg coupling steel,no,
37,AMF ERC350CONN,3-1/2 RIG & EMT CMP CNN STEEL,,3-1/2 RIG & EMT CMP CNN,STEEL,amf erc350conn 3 1 2 rigid & emt cmp compression cnn connector steel 148828,148828,,b95d65c6-81a4-73a6-d314-d8e738a83830,148828,erc350conn 3 1 2 rigid & emt cmp compression cnn connector steel,no,
38,AMF ERC350CPLG,3-1/2 RIG & EMT CMP CPG STEEL,,3-1/2 RIG & EMT CMP CPG,STEEL,amf erc350cplg 3 1 2 rigid & emt cmp compression cpg coupling steel 148856,148856,,b95d65c6-81a4-73a6-d314-d8e7587e7e30,148856,erc350cplg 3 1 2 rigid & emt cmp compression cpg coupling steel,no,
39,AMF ERC400CONN,4 RIG & EMT CMP CNN STEE L,,4 RIG & EMT CMP CNN STEE,L,amf erc400conn 4 rigid & emt cmp compression cnn connector steel 148848,148848,,b95d65c6-81a4-73a6-d314-d8e7a088bd30,148848,erc400conn 4 rigid & emt cmp compression cnn connector steel,no,
40,AMF ERC400CPLG,4 RIG & EMT CMP CPG STEE L,,4 RIG & EMT CMP CPG STEE,L,amf erc400cplg 4 rigid & emt cmp compression cpg coupling steel 148857,148857,,b95d65c6-81a4-73a6-d314-d8e740521c31,148857,erc400cplg 4 rigid & emt cmp compression cpg coupling steel,no,
41,AMF ERS250CONN,2-1/2 RIG & EMT SS CNN S TEEL,,2-1/2 RIG & EMT SS CNN S,TEEL,amf ers250conn 2 1 rigid & emt ss cnn connector steel 148858,148858,,b95d65c6-81a4-73a6-d314-d8e7f05f5931,148858,ers250conn 2 1 rigid & emt ss cnn connector steel,no,
42,AMF ERS250CPLG,2-1/2 RIG & EMT SS CPG S TEEL,,2-1/2 RIG & EMT SS CPG S,TEEL,amf ers250cplg 2 1 rigid & emt ss cpg coupling steel 148886,148886,,b95d65c6-81a4-73a6-d314-d8e748909431,148886,ers250cplg 2 1 rigid & emt ss cpg coupling steel,no,
43,AMF ERS300CONN,3 RIG & EMT SS CNN STEEL,,3 RIG & EMT SS CNN STEEL,,amf ers300conn 3 rigid & emt ss cnn connector steel 148863,148863,,b95d65c6-81a4-73a6-d314-d8e730e1e731,148863,ers300conn 3 rigid & emt ss cnn connector steel,no,
44,AMF ERS300CPLG,3 RIG & EMT SS CPG STEEL,,3 RIG & EMT SS CPG STEEL,,amf ers300cplg 3 rigid & emt ss cpg coupling steel 148889,148889,,b95d65c6-81a4-73a6-d314-d8e7d8031832,148889,ers300cplg 3 rigid & emt ss cpg coupling steel,no,
45,AMF ERS350CONN,3-1/2 RIG & EMT SS CNN S TEEL,,3-1/2 RIG & EMT SS CNN S,TEEL,amf ers350conn 3 1 2 rigid & emt ss cnn connector steel 148867,148867,,b95d65c6-81a4-73a6-d314-d8e768704d32,148867,ers350conn 3 1 2 rigid & emt ss cnn connector steel,no,
46,AMF ERS350CPLG,3-1/2 RIG & EMT SS CPG S TEEL,,3-1/2 RIG & EMT SS CPG S,TEEL,amf ers350cplg 3 1 2 rigid & emt ss cpg coupling steel 148891,148891,,9db6fac8-f502-728b-d914-331cc08d912a,148891,ers350cplg 3 1 2 rigid & emt ss cpg coupling steel,no,
47,AMF ERS400CONN,4 RIG & EMT SS CNN STEEL,,4 RIG & EMT SS CNN STEEL,,amf ers400conn 4 rigid & emt ss cnn connector steel 148877,148877,,b95d65c6-81a4-73a6-d314-d8e7d0fd7f32,148877,ers400conn 4 rigid & emt ss cnn connector steel,no,
48,AMF ERS400CPLG,4 RIG & EMT SS CPLG STEE L,,4 RIG & EMT SS CPLG STEE,L,amf ers400cplg 4 rigid & emt ss cplg steel 148895,148895,,b95d65c6-81a4-73a6-d314-d8e7e02ab132,148895,ers400cplg 4 rigid & emt ss cplg steel,no,
49,AMF FLXNT100,.,,.,,amf flxnt100 . 912489,912489,,b95d65c6-81a4-73a6-d314-d8e76047f132,912489,flxnt100 .,no,
50,AMF FLXNT150,.,,.,,amf flxnt150 . 912490,912490,,b95d65c6-81a4-73a6-d314-d8e7a04b3433,912490,flxnt150 .,no,
51,AMF FLXNT200,.,,.,,amf flxnt200 . 912493,912493,,b95d65c6-81a4-73a6-d314-d8e7587c6433,912493,flxnt200 .,no,
52,AMF HP1200C,PRINTER,,PRINTER,,amf hp1200c printer 217266,217266,,b95d65c6-81a4-73a6-d314-f8e7b84441ea,217266,hp1200c printer,no,
53,AMF LN150HDI,1-1/2 HEAVY DUTY,,1-1/2 HEAVY DUTY,,amf ln150hdi 1 2 heavy duty 313549,313549,,b95d65c6-81a4-73a6-d314-d8e728cb9f33,313549,ln150hdi 1 2 heavy duty,no,
54,AMF MWH150,1-1/2 SEALING GASKET (1 = 1 PLASTIC RING AND 1 S,,1-1/2 SEALING GASKET (1,= 1 PLASTIC RING AND 1 S,amf mwh150 1 2 sealing gasket = plastic ring and s 313559,313559,,b95d65c6-81a4-73a6-d314-d8e7983bd833,313559,mwh150 1 2 sealing gasket = plastic ring and s,no,
55,AMF NT2750,1/2R ST/CMP/CNN RIGID ST EEL COMP CON,,1/2R ST/CMP/CNN RIGID ST,EEL COMP CON,amf nt2750 1 2r st cmp compression cnn connector rigid steel 20918,20918,,b95d65c6-81a4-73a6-d314-d8e768b90734,20918,nt2750 1 2r st cmp compression cnn connector rigid steel,no,
56,AMF NT2751,3/4R ST/CMP/CNN RIGID ST EEL COMP CON,,3/4R ST/CMP/CNN RIGID ST,EEL COMP CON,amf nt2751 3 4r st cmp compression cnn connector rigid steel 20919,20919,,b95d65c6-81a4-73a6-d314-d8e7505e3434,20919,nt2751 3 4r st cmp compression cnn connector rigid steel,no,
57,AMF NT2752,1R ST/CMP/CNN RIGID STEE L COMP CONN,,1R ST/CMP/CNN RIGID STEE,L COMP CONN,amf nt2752 1r st cmp compression cnn connector rigid steel conn 20920,20920,,b95d65c6-81a4-73a6-d314-d8e710396734,20920,nt2752 1r st cmp compression cnn connector rigid steel conn,no,
58,AMF NT2753,1-1/4R ST/CMP/CNN RIGID STEEL COMP C,,1-1/4R ST/CMP/CNN RIGID,STEEL COMP C,amf nt2753 1 4r st cmp compression cnn connector rigid steel c 20921,20921,,b95d65c6-81a4-73a6-d314-d8e7b0bbbc34,20921,nt2753 1 4r st cmp compression cnn connector rigid steel c,no,
59,AMF NT2754,1-1/2R ST/CMP/CNN RIGID STEEL COMP C,,1-1/2R ST/CMP/CNN RIGID,STEEL COMP C,amf nt2754 1 2r st cmp compression cnn connector rigid steel c 20922,20922,,b95d65c6-81a4-73a6-d314-d8e7b067fc34,20922,nt2754 1 2r st cmp compression cnn connector rigid steel c,no,
60,AMF NT2755,2R ST/CMP/CNN RIGID STEE L COMP CONN,,2R ST/CMP/CNN RIGID STEE,L COMP CONN,amf nt2755 2r st cmp compression cnn connector rigid steel conn 20923,20923,,b95d65c6-81a4-73a6-d314-d8e718533035,20923,nt2755 2r st cmp compression cnn connector rigid steel conn,no,
61,AMF NT2760,1/2R ST/CMP/CPG RIGID ST EEL COMP CPL,,1/2R ST/CMP/CPG RIGID ST,EEL COMP CPL,amf nt2760 1 2r st cmp compression cpg coupling rigid steel cpl 20929,20929,,b95d65c6-81a4-73a6-d314-d8e7600c7035,20929,nt2760 1 2r st cmp compression cpg coupling rigid steel cpl,no,
62,AMF NT2761,3/4R ST/CMP/CPG RIGID ST EEL COMP CPL,,3/4R ST/CMP/CPG RIGID ST,EEL COMP CPL,amf nt2761 3 4r st cmp compression cpg coupling rigid steel cpl 20930,20930,,b95d65c6-81a4-73a6-d314-d8e73887a935,20930,nt2761 3 4r st cmp compression cpg coupling rigid steel cpl,no,
63,AMF NT2762,1R ST/CMP/CPG RIGID STEE L COMP CPLNG,,1R ST/CMP/CPG RIGID STEE,L COMP CPLNG,amf nt2762 1r st cmp compression cpg coupling rigid steel cplng 20931,20931,,b95d65c6-81a4-73a6-d314-d8e768a5dd35,20931,nt2762 1r st cmp compression cpg coupling rigid steel cplng,no,
64,AMF NT2763,1-1/4R ST/CMP/CPG RIGID STEEL COMP C,,1-1/4R ST/CMP/CPG RIGID,STEEL COMP C,amf nt2763 1 4r st cmp compression cpg coupling rigid steel c 20932,20932,,b95d65c6-81a4-73a6-d314-d8e7d05e1136,20932,nt2763 1 4r st cmp compression cpg coupling rigid steel c,no,
65,AMF NT2764,1-1/2R ST/CMP/CPG RIGID STEEL COMP C,,1-1/2R ST/CMP/CPG RIGID,STEEL COMP C,amf nt2764 1 2r st cmp compression cpg coupling rigid steel c 20933,20933,,b95d65c6-81a4-73a6-d314-d8e760e34236,20933,nt2764 1 2r st cmp compression cpg coupling rigid steel c,no,
66,AMF NT2765,2R ST/CMP/CPG RIGID STEE L COMP CPLNG,,2R ST/CMP/CPG RIGID STEE,L COMP CPLNG,amf nt2765 2r st cmp compression cpg coupling rigid steel cplng 20934,20934,,b95d65c6-81a4-73a6-d314-d8e750dd4337,20934,nt2765 2r st cmp compression cpg coupling rigid steel cplng,no,
67,AMF SNT1750,1/2R ST/SS/CNN RIGID STE EL SS CONN,,1/2R ST/SS/CNN RIGID STE,EL SS CONN,amf snt1750 1 2r st ss cnn connector rigid steel conn 20896,20896,,b95d65c6-81a4-73a6-d314-d8e7d8388337,20896,snt1750 1 2r st ss cnn connector rigid steel conn,no,
68,AMF SNT1751,3/4R ST/SS/CNN RIGID STE EL SS CONN,,3/4R ST/SS/CNN RIGID STE,EL SS CONN,amf snt1751 3 4r st ss cnn connector rigid steel conn 20897,20897,,b95d65c6-81a4-73a6-d314-d8e7a08dc037,20897,snt1751 3 4r st ss cnn connector rigid steel conn,no,
69,AMF SNT1752,1R ST/SS/CNN RIGID STEEL SS CONN (EFC 1722),,1R ST/SS/CNN RIGID STEEL,SS CONN (EFC 1722),amf snt1752 1r st ss cnn connector rigid steel ss conn efc 1722 20898,20898,,b95d65c6-81a4-73a6-d314-d8e788a6fb37,20898,snt1752 1r st ss cnn connector rigid steel ss conn efc 1722,no,
70,AMF SNT1755,2R ST/SS/CNN RIGID STEEL SS CONN,,2R ST/SS/CNN RIGID STEEL,SS CONN,amf snt1755 2r st ss cnn connector rigid steel ss conn 20901,20901,,b95d65c6-81a4-73a6-d314-d8e7283a6338,20901,snt1755 2r st ss cnn connector rigid steel ss conn,no,
71,AMF SNT1761,3/4R ST/SS/CPG RIGID STE EL SS CPLNG,,3/4R ST/SS/CPG RIGID STE,EL SS CPLNG,amf snt1761 3 4r st ss cpg coupling rigid steel cplng 20909,20909,,b95d65c6-81a4-73a6-d314-d8e748e48e38,20909,snt1761 3 4r st ss cpg coupling rigid steel cplng,no,
72,AMF SNT1762,1R ST/SS/CPG RIGID STEEL SS CPLNG,,1R ST/SS/CPG RIGID STEEL,SS CPLNG,amf snt1762 1r st ss cpg coupling rigid steel ss cplng 20910,20910,,b95d65c6-81a4-73a6-d314-d8e7683ed838,20910,snt1762 1r st ss cpg coupling rigid steel ss cplng,no,
73,AMF SS50US,1/2E STEEL SS CONNECTOR,,1/2E STEEL SS CONNECTOR,,amf ss50us 1 2e steel ss connector 985879,985879,,b95d65c6-81a4-73a6-d314-d8e7a86f0739,985879,ss50us 1 2e steel ss connector,no,
74,AMF SS51US,3/4E STEEL SS CONNECTOR,,3/4E STEEL SS CONNECTOR,,amf ss51us 3 4e steel ss connector 875339,875339,,b95d65c6-81a4-73a6-d314-d8e708ef3639,875339,ss51us 3 4e steel ss connector,no,
75,AMF SS52US,1E STEEL SS CONNECTOR,,1E STEEL SS CONNECTOR,,amf ss52us 1e steel ss connector 985886,985886,,b95d65c6-81a4-73a6-d314-d8e760936739,985886,ss52us 1e steel ss connector,no,
76,AMF SS53US,1-1/4E STEEL SS CONNECTO R,,1-1/4E STEEL SS CONNECTO,R,amf ss53us 1 4e steel ss connector 985890,985890,,b95d65c6-81a4-73a6-d314-d8e708f69d39,985890,ss53us 1 4e steel ss connector,no,
77,AMF SS54US,1-1/2E STEEL SS CONNECTO R,,1-1/2E STEEL SS CONNECTO,R,amf ss54us 1 2e steel ss connector 985894,985894,,b95d65c6-81a4-73a6-d314-d8e7d0e0db39,985894,ss54us 1 2e steel ss connector,no,
78,AMF SS55US,2E STEEL SS CONNECTOR,,2E STEEL SS CONNECTOR,,amf ss55us 2e steel ss connector 985936,985936,,b95d65c6-81a4-73a6-d314-d8e748d11d3a,985936,ss55us 2e steel ss connector,no,
79,AMF SS60US,1/2E STEEL SS COUPLING,,1/2E STEEL SS COUPLING,,amf ss60us 1 2e steel ss coupling 985976,985976,,b95d65c6-81a4-73a6-d314-d8e7f8b7543a,985976,ss60us 1 2e steel ss coupling,no,
80,AMF SS61US,3/4E STEEL SS COUPLING,,3/4E STEEL SS COUPLING,,amf ss61us 3 4e steel ss coupling 875360,875360,,b95d65c6-81a4-73a6-d314-d8e768589e3a,875360,ss61us 3 4e steel ss coupling,no,
81,AMF SS62US,1E STEEL SS COUPLING,,1E STEEL SS COUPLING,,amf ss62us 1e steel ss coupling 985980,985980,,b95d65c6-81a4-73a6-d314-d8e7c07eca3a,985980,ss62us 1e steel ss coupling,no,
82,AMF SS63US,1-1/4E STEEL SS COUPLING,,1-1/4E STEEL SS COUPLING,,amf ss63us 1 4e steel ss coupling 985982,985982,,b95d65c6-81a4-73a6-d314-d8e7d0cbfe3a,985982,ss63us 1 4e steel ss coupling,no,
83,AMF SS64US,1-1/2E STEEL SS COUPLING,,1-1/2E STEEL SS COUPLING,,amf ss64us 1 2e steel ss coupling 985986,985986,,b95d65c6-81a4-73a6-d314-d8e71875303b,985986,ss64us 1 2e steel ss coupling,no,
84,AMF SS65US,2E STEEL SS COUPLING,,2E STEEL SS COUPLING,,amf ss65us 2e steel ss coupling 985990,985990,,b95d65c6-81a4-73a6-d314-d8e7b8ea6a3b,985990,ss65us 2e steel ss coupling,no,
85,AMF STR10045B,1 45deg LT CONN W/INS TH ROAT,,1 45deg LT CONN W/INS TH,ROAT,amf str10045b 1 45deg lt liquid tight conn connector w with insert throat 763051,763051,,b95d65c6-81a4-73a6-d314-d8e7f8c6a33b,763051,str10045b 1 45deg lt liquid tight conn connector w with insert throat,no,
86,AMF STR10090B,1 90deg LT CONN W/INS TH ROAT,,1 90deg LT CONN W/INS TH,ROAT,amf str10090b 1 90deg lt liquid tight conn connector w with insert throat 763096,763096,,b95d65c6-81a4-73a6-d314-d8e7d852d33b,763096,str10090b 1 90deg lt liquid tight conn connector w with insert throat,no,
87,AMF STR100B,1 LT STR CONN W/INS THRO AT,,1 LT STR CONN W/INS THRO,AT,amf str100b 1 lt liquid tight straight conn connector w with insert throat 763017,763017,,b95d65c6-81a4-73a6-d314-d8e7d8bc043c,763017,str100b 1 lt liquid tight straight conn connector w with insert throat,no,
88,AMF STR12545B,1-1/4 45deg LT CONN W/IN S THROAT,,1-1/4 45deg LT CONN W/IN,S THROAT,amf str12545b 1 4 45deg lt liquid tight conn connector w with in s throat 763052,763052,,b95d65c6-81a4-73a6-d314-d8e7105c273d,763052,str12545b 1 4 45deg lt liquid tight conn connector w with in s throat,no,
89,AMF STR12590B,1-1/4 90deg LT CONN W/IN S THROAT,,1-1/4 90deg LT CONN W/IN,S THROAT,amf str12590b 1 4 90deg lt liquid tight conn connector w with in s throat 763099,763099,,b95d65c6-81a4-73a6-d314-d8e7a896723d,763099,str12590b 1 4 90deg lt liquid tight conn connector w with in s throat,no,
90,AMF STR125B,1-1/4 LT STR CONN W/INS THROAT,,1-1/4 LT STR CONN W/INS,THROAT,amf str125b 1 4 lt liquid tight straight conn connector w with insert throat 763021,763021,,b95d65c6-81a4-73a6-d314-d8e728be9a40,763021,str125b 1 4 lt liquid tight straight conn connector w with insert throat,no,
91,AMF STR15045B,1-1/2 45deg LT CONN W/IN S THROAT,,1-1/2 45deg LT CONN W/IN,S THROAT,amf str15045b 1 2 45deg lt liquid tight conn connector w with in s throat 763053,763053,,b95d65c6-81a4-73a6-d314-d8e7e058ca40,763053,str15045b 1 2 45deg lt liquid tight conn connector w with in s throat,no,
92,AMF STR15090B,1-1/2 90deg LT CONN W/IN S THROAT,,1-1/2 90deg LT CONN W/IN,S THROAT,amf str15090b 1 2 90deg lt liquid tight conn connector w with in s throat 763100,763100,,b95d65c6-81a4-73a6-d314-d8e738050241,763100,str15090b 1 2 90deg lt liquid tight conn connector w with in s throat,no,
93,AMF STR150B,1-1/2 LT STR CONN W/INS THROAT,,1-1/2 LT STR CONN W/INS,THROAT,amf str150b 1 2 lt liquid tight straight conn connector w with insert throat 763024,763024,,b95d65c6-81a4-73a6-d314-d8e730f93841,763024,str150b 1 2 lt liquid tight straight conn connector w with insert throat,no,
94,AMF STR20045B,2 45deg LT CONN W/INS TH ROAT,,2 45deg LT CONN W/INS TH,ROAT,amf str20045b 2 45deg lt liquid tight conn connector w with insert throat 763057,763057,,b95d65c6-81a4-73a6-d314-d8e718ac6b41,763057,str20045b 2 45deg lt liquid tight conn connector w with insert throat,no,
95,AMF STR20090B,2 90deg LT CONN W/INS TH ROAT,,2 90deg LT CONN W/INS TH,ROAT,amf str20090b 2 90deg lt liquid tight conn connector w with insert throat 763105,763105,,b95d65c6-81a4-73a6-d314-d8e7100fb641,763105,str20090b 2 90deg lt liquid tight conn connector w with insert throat,no,
96,AMF STR200B,2 LT STR CONN W/INS THRO AT,,2 LT STR CONN W/INS THRO,AT,amf str200b 2 lt liquid tight straight conn connector w with insert throat 763027,763027,,b95d65c6-81a4-73a6-d314-d8e7f006ed41,763027,str200b 2 lt liquid tight straight conn connector w with insert throat,no,
97,AMF STR25045B,2-1/2 45deg LT CONN W/IN S THROAT,,2-1/2 45deg LT CONN W/IN,S THROAT,amf str25045b 2 1 45deg lt liquid tight conn connector w with in s throat 763058,763058,,b95d65c6-81a4-73a6-d314-d8e768902242,763058,str25045b 2 1 45deg lt liquid tight conn connector w with in s throat,no,
